date,dataset_group,dataset_split,protocol,experiment,stage,detector,status,outcome,best_epoch,best_map,best_ap50,final_epoch,final_map,final_ap50,n_replicas,source_file,work_dir,notes
2026-06-07,DIOR-R,DIOR_R_dota/test,diagnostic,DIOR-R Oriented R-CNN NaN diagnostics,S0 detector,Oriented R-CNN,invalid,nan_loss,,,,,,,,docs/experiments/20260607_dior_orcnn_nan_diag_and_roi_trans_launch.md,,DIOR-R detector evidence blocked by NaN/Inf diagnostics before sanitized relaunches.
2026-06-07,DIOR-R,DIOR_R_dota/test,experiment note,20260607_current_status_and_next_launch,S1,,failed,oom,,,,,,,,docs/experiments/20260607_current_status_and_next_launch.md,/data5/2025/ldh/OpenRSD/work_dirs/s0_dota2_1024_500_r3det_kfiou_validpng_bs1_20260603/epoch_12.pth,# Current Status And DOTA2 GeoNexus S1 Launch - 2026-06-07
2026-06-07,DOTA2 formal,DOTA2_1024_500/ss_val,valid-PNG formal,S1 RemoteCLIP default,S1,RoI Transformer,completed,positive,12,0.6177,0.6180,12,0.6177,0.6180,,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dota2/roi_trans_remoteclip_s1_validpng_20260607/20260607_101146/vis_data/scalars.json,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dota2/roi_trans_remoteclip_s1_validpng_20260607,default LR
2026-06-07,DOTA2 formal,DOTA2_1024_500/ss_val,valid-PNG formal,S1 RemoteCLIP lr1e-4,S1,RoI Transformer,completed,positive,8,0.6017,0.6020,12,0.5997,0.6000,,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dota2/roi_trans_remoteclip_s1_validpng_lr1e4_20260607/20260607_154103/vis_data/scalars.json,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dota2/roi_trans_remoteclip_s1_validpng_lr1e4_20260607,low-LR replicate
2026-06-07,DOTA2 formal,DOTA2_1024_500/ss_val,valid-PNG formal,S1 RemoteCLIP lr5e-5,S1,RoI Transformer,completed,positive,12,0.6047,0.6050,12,0.6047,0.6050,,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dota2/roi_trans_remoteclip_s1_validpng_lr5e5_20260607/20260607_161931/vis_data/scalars.json,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dota2/roi_trans_remoteclip_s1_validpng_lr5e5_20260607,low-LR replicate
2026-06-08,DOTA2,DOTA2_1024_500/ss_val,experiment note,20260608_dota2_s1_complete_and_s2_launch,S1,,failed,oom,,,,,,,,docs/experiments/20260608_dota2_s1_complete_and_s2_launch.md,/data5/2025/ldh/OpenRSD/work_dirs/s0_dota2_1024_500_roi_trans_rebuild_20260602_validpng_restart/epoch_12.pth,# DOTA2 S1 Completion And S2 Launch - 2026-06-08
2026-06-09,DIOR-R,DIOR_R_dota/test,experiment note,20260609_comprehensive_diagnosis_and_next_steps,S1,,invalid,nan_loss,,,,,,,,docs/experiments/20260609_comprehensive_diagnosis_and_next_steps.md,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dota2/roi_trans_remoteclip_s2_hierarchy_reg_s1e12_20260608/epoch_12.pth,# GeoNexus-RSD Comprehensive Diagnosis And Next Steps - 2026-06-09
2026-06-09,DIOR-R,DIOR_R_dota/test,experiment note,20260609_dota2_s2_live_and_dior_r_diagnostics_policy,S2,,failed,oom,,,,,,,,docs/experiments/20260609_dota2_s2_live_and_dior_r_diagnostics_policy.md,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dota2/roi_trans_remoteclip_s2_hierarchy_reg_s1e12_20260608/epoch_12.pth,# DOTA2 S2 Live Status And DIOR-R Diagnostic Policy - 2026-06-09
2026-06-09,DOTA2 formal,DOTA2_1024_500/ss_val,valid-PNG formal,S2 hierarchy hw1e-2,S2 diagnostic,RoI Transformer,diagnostic,below_baseline,12,0.6087,0.6090,12,0.6087,0.6090,,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dota2/roi_trans_remoteclip_s2_hierarchy_reg_s1e12_hw1e2_20260608/20260608_194400/vis_data/scalars.json,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dota2/roi_trans_remoteclip_s2_hierarchy_reg_s1e12_hw1e2_20260608,metric-bearing diagnostic run
2026-06-09,DOTA2 formal,DOTA2_1024_500/ss_val,valid-PNG formal,S2 hierarchy lr1e-4,S2 diagnostic,RoI Transformer,diagnostic,below_baseline,4,0.6099,0.6100,12,0.6083,0.6080,,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dota2/roi_trans_remoteclip_s2_hierarchy_reg_s1e12_lr1e4_20260608/20260608_194400/vis_data/scalars.json,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dota2/roi_trans_remoteclip_s2_hierarchy_reg_s1e12_lr1e4_20260608,metric-bearing diagnostic run
2026-06-09,DOTA2 formal,DOTA2_1024_500/ss_val,valid-PNG formal,S2 hierarchy lr5e-5,S2 diagnostic,RoI Transformer,diagnostic,below_baseline,4,0.6190,0.6190,12,0.6130,0.6130,,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dota2/roi_trans_remoteclip_s2_hierarchy_reg_s1e12_lr5e5_20260609/20260609_153415/vis_data/scalars.json,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dota2/roi_trans_remoteclip_s2_hierarchy_reg_s1e12_lr5e5_20260609,metric-bearing diagnostic run
2026-06-09,DOTA2 formal,DOTA2_1024_500/ss_val,valid-PNG formal,S2 hierarchy regularizer,S2 diagnostic,RoI Transformer,diagnostic,below_baseline,4,0.6038,0.6040,12,0.5924,0.5920,,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dota2/roi_trans_remoteclip_s2_hierarchy_reg_s1e12_20260608/20260608_105856/vis_data/scalars.json,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dota2/roi_trans_remoteclip_s2_hierarchy_reg_s1e12_20260608,metric-bearing diagnostic run
2026-06-09,DOTA2 formal,DOTA2_1024_500/ss_val,valid-PNG formal,S2 rescue lr1e-5,S2 diagnostic,RoI Transformer,diagnostic,below_baseline,2,0.6160,0.6160,4,0.6156,0.6160,,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dota2/roi_trans_remoteclip_s2_hierarchy_reg_s2e4_rescue_lr1e5_20260610/20260610_100055/vis_data/scalars.json,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dota2/roi_trans_remoteclip_s2_hierarchy_reg_s2e4_rescue_lr1e5_20260610,metric-bearing diagnostic run
2026-06-10,DIOR-R,DIOR_R_dota/test,experiment note,20260610_dota2_s2_loss0_rep3407_launch,S2,,failed,oom,,,,,,,,docs/experiments/20260610_dota2_s2_loss0_rep3407_launch.md,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dota2/roi_trans_remoteclip_s2_hierarchy_ablate_loss0_s1e12_rep3407_20260610,# DOTA2 S2 Loss-0 Rep3407 Launch - 2026-06-10
2026-06-10,DIOR-R,DIOR_R_dota/test,experiment note,20260610_dota2_s2_loss0_rep4407_rep5407_launch,S2,,failed,oom,,,,,,,,docs/experiments/20260610_dota2_s2_loss0_rep4407_rep5407_launch.md,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dota2/roi_trans_remoteclip_s2_hierarchy_ablate_loss0_s1e12_rep3407_20260610/roi-trans-le90_r50_fpn_remoteclip-s2-hierarchy-ablate-loss0-s1e12-rep3407-20260610_dota2.py,# DOTA2 S2 Loss-0 Rep4407/Rep5407 Launch - 2026-06-10
2026-06-10,DOTA2 formal,DOTA2_1024_500/ss_val,valid-PNG formal,S2 loss-0,S2,RoI Transformer,completed,positive,2,0.6204,0.6200,4,0.6179,0.6180,,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dota2/roi_trans_remoteclip_s2_hierarchy_ablate_loss0_s1e12_20260610/20260610_100253/vis_data/scalars.json,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dota2/roi_trans_remoteclip_s2_hierarchy_ablate_loss0_s1e12_20260610,loss-0 stability replicate
2026-06-10,DOTA2 formal,DOTA2_1024_500/ss_val,valid-PNG formal,S2 loss-0 rep3407,S2,RoI Transformer,completed,positive,1,0.6211,0.6210,4,0.6203,0.6200,,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dota2/roi_trans_remoteclip_s2_hierarchy_ablate_loss0_s1e12_rep3407_20260610/20260610_191026/vis_data/scalars.json,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dota2/roi_trans_remoteclip_s2_hierarchy_ablate_loss0_s1e12_rep3407_20260610,loss-0 stability replicate
2026-06-10,DOTA2 formal,DOTA2_1024_500/ss_val,valid-PNG formal,S2 loss-0 rep4407,S2,RoI Transformer,completed,positive,3,0.6206,0.6210,4,0.6148,0.6150,,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dota2/roi_trans_remoteclip_s2_hierarchy_ablate_loss0_s1e12_rep4407_20260610/20260610_210021/vis_data/scalars.json,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dota2/roi_trans_remoteclip_s2_hierarchy_ablate_loss0_s1e12_rep4407_20260610,loss-0 stability replicate
2026-06-10,DOTA2 formal,DOTA2_1024_500/ss_val,valid-PNG formal,S2 loss-0 rep5407,S2,RoI Transformer,completed,positive,1,0.6212,0.6210,4,0.6150,0.6150,,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dota2/roi_trans_remoteclip_s2_hierarchy_ablate_loss0_s1e12_rep5407_20260610/20260610_210021/vis_data/scalars.json,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dota2/roi_trans_remoteclip_s2_hierarchy_ablate_loss0_s1e12_rep5407_20260610,loss-0 stability replicate
2026-06-10,DOTA2 formal,DOTA2_1024_500/ss_val,valid-PNG formal,S2 loss-0 rep6407,S2,RoI Transformer,completed,positive,1,0.6205,0.6200,3,0.6182,0.6180,,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dota2/roi_trans_remoteclip_s2_hierarchy_ablate_loss0_s1e12_rep6407_20260611/20260611_102732/vis_data/scalars.json,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dota2/roi_trans_remoteclip_s2_hierarchy_ablate_loss0_s1e12_rep6407_20260611,loss-0 stability replicate
2026-06-10,DOTA2 formal,DOTA2_1024_500/ss_val,valid-PNG formal,S2 loss-0 rep7407,S2,RoI Transformer,completed,positive,1,0.6208,0.6210,3,0.6183,0.6180,,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dota2/roi_trans_remoteclip_s2_hierarchy_ablate_loss0_s1e12_rep7407_20260611/20260611_102732/vis_data/scalars.json,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dota2/roi_trans_remoteclip_s2_hierarchy_ablate_loss0_s1e12_rep7407_20260611,loss-0 stability replicate
2026-06-10,DOTA2 formal,DOTA2_1024_500/ss_val,valid-PNG formal,S2 loss-0 rep8407,S2,RoI Transformer,completed,positive,2,0.6196,0.6200,3,0.6121,0.6120,,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dota2/roi_trans_remoteclip_s2_hierarchy_ablate_loss0_s1e12_rep8407_20260611/20260611_102732/vis_data/scalars.json,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dota2/roi_trans_remoteclip_s2_hierarchy_ablate_loss0_s1e12_rep8407_20260611,loss-0 stability replicate
2026-06-11,DOTA2,DOTA2_1024_500/ss_val,experiment note,20260611_dota2_s2_loss0_replicates_analysis,S2,,failed,oom,,,,,,,,docs/experiments/20260611_dota2_s2_loss0_replicates_analysis.md,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dota2/roi_trans_remoteclip_s1_validpng_20260607/epoch_12.pth,# DOTA2 S2 Loss-0 Replicate Analysis - 2026-06-11
2026-06-11,DOTA2 formal,DOTA2_1024_500/ss_val,valid-PNG formal,S2 loss-0 mean,S2 aggregate,RoI Transformer,completed,positive,,0.6206,,,0.6167,,7,computed from DOTA2 S2 loss-0 scalar sources,,seven-replica mean
2026-06-12,DIOR-R,DIOR_R_dota/test,experiment note,20260612_dior_r_s0_sanitized_smoke_and_long_launch,S0,,failed,oom,,,,,,,,docs/experiments/20260612_dior_r_s0_sanitized_smoke_and_long_launch.md,,# DIOR-R S0 Sanitized Smoke And Long-Run Launch - 2026-06-12
2026-06-12,DIOR-R,DIOR_R_dota/test,diagnostic,DIOR-R sanitized smoke and long launch,S0 detector,RoI Transformer,launch_only,active_then_stopped,,,,,,,,docs/experiments/20260612_dior_r_s0_sanitized_smoke_and_long_launch.md,,Launch and smoke-test record before long-run completion.
2026-06-13,DIOR-R,DIOR_R_dota/test,experiment note,20260613_dior_r_s0_retinanet_sanitized_long_complete,S0,,completed,positive,,,,,,,,docs/experiments/20260613_dior_r_s0_retinanet_sanitized_long_complete.md,/data5/2025/ldh/OpenRSD/work_dirs/dior_r_s0_retinanet_sanitized_long_20260612_gpu2,# 2026-06-13 DIOR-R RetinaNet S0 Sanitized Long Complete
2026-06-13,DIOR-R,DIOR_R_dota/test,experiment note,20260613_dior_r_s0_sanitized_long_interim,S0,,failed,oom,,,,,,,,docs/experiments/20260613_dior_r_s0_sanitized_long_interim.md,/data5/2025/ldh/OpenRSD/work_dirs/dior_r_s0_orcnn_sanitized_long_20260612_gpu0,# DIOR-R S0 Sanitized Long Interim - 2026-06-13
2026-06-13,DIOR-R,DIOR_R_dota/test,experiment note,20260613_dior_r_geonexus_s1_s0e52_replicas_launch,S1,,completed,positive,,,,,,,,docs/experiments/20260613_dior_r_geonexus_s1_s0e52_replicas_launch.md,/data5/2025/ldh/OpenRSD/work_dirs/dior_r_s0_roi_trans_sanitized_long_20260612_gpu1/epoch_52.pth,# 2026-06-13 DIOR-R GeoNexus S1 S0-E52 Replicas Complete
2026-06-13,DIOR-R,DIOR_R_dota/test,,dior_r_geonexus_s1_s0e52_replicas rep0,S1,,completed,positive,12,0.6751,0.6750,12,0.6751,0.6750,,docs/experiments/20260613_dior_r_geonexus_s1_s0e52_replicas_metrics.json,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dior_r/roi_trans_remoteclip_s1_s0e52_rep0_20260613,seed 5407
2026-06-13,DIOR-R,DIOR_R_dota/test,,dior_r_geonexus_s1_s0e52_replicas rep1,S1,,completed,positive,12,0.6690,0.6690,12,0.6690,0.6690,,docs/experiments/20260613_dior_r_geonexus_s1_s0e52_replicas_metrics.json,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dior_r/roi_trans_remoteclip_s1_s0e52_rep1_20260613,seed 6407
2026-06-13,DIOR-R,DIOR_R_dota/test,experiment note,20260613_dior_r_geonexus_s2_hierarchy_replicas_launch,S2,,completed,positive,,,,,,,,docs/experiments/20260613_dior_r_geonexus_s2_hierarchy_replicas_launch.md,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dior_r/roi_trans_remoteclip_s1_s0e52_rep0_20260613/epoch_12.pth,# 2026-06-13 DIOR-R GeoNexus S2 Hierarchy Replicas Launch
2026-06-13,DIOR-R,DIOR_R_dota/test,experiment note,20260613_dior_r_s2_unrecorded_artifacts_archive,S2,,completed,positive,,,,,,,,docs/experiments/20260613_dior_r_s2_unrecorded_artifacts_archive.md,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dior_r/roi_trans_remoteclip_s2_hierarchy_reg_s1e12_rep0_20260613,# 2026-06-13 DIOR-R S2 Unrecorded Artifacts Archive
2026-06-13,DIOR-R,DIOR_R_dota/test,,dior_r_s2_unrecorded_artifacts rep0,S2,,completed,archive_only,,,,,,,,docs/experiments/20260613_dior_r_s2_unrecorded_artifacts_archive.json,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dior_r/roi_trans_remoteclip_s2_hierarchy_reg_s1e12_rep0_20260613,seed 7407
2026-06-13,DIOR-R,DIOR_R_dota/test,,dior_r_s2_unrecorded_artifacts rep1,S2,,completed,archive_only,,,,,,,,docs/experiments/20260613_dior_r_s2_unrecorded_artifacts_archive.json,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dior_r/roi_trans_remoteclip_s2_hierarchy_reg_s1e12_rep1_20260613,seed 8407
2026-06-13,DIOR-R,DIOR_R_dota/test,,dior_r_s2_unrecorded_artifacts rep2,S2,,completed,archive_only,,,,,,,,docs/experiments/20260613_dior_r_s2_unrecorded_artifacts_archive.json,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dior_r/roi_trans_remoteclip_s2_hierarchy_reg_s1e12_rep2_20260613,seed 9407
2026-06-13,DIOR-R formal,DIOR_R_dota/test,sanitized DIOR-R formal,Oriented R-CNN,S0 detector,Oriented R-CNN,completed,positive,28,0.6341,0.6340,36,0.6321,0.6320,,/data5/2025/ldh/OpenRSD/work_dirs/dior_r_s0_orcnn_sanitized_long_20260612_gpu0/20260612_181155/vis_data/scalars.json; /data5/2025/ldh/OpenRSD/work_dirs/dior_r_s0_orcnn_sanitized_long_20260612_gpu0/20260612_235635/vis_data/scalars.json,/data5/2025/ldh/OpenRSD/work_dirs/dior_r_s0_orcnn_sanitized_long_20260612_gpu0,sanitized detector baseline
2026-06-13,DIOR-R formal,DIOR_R_dota/test,sanitized DIOR-R formal,RoI Transformer,S0 detector,RoI Transformer,completed,positive,52,0.6544,0.6540,52,0.6544,0.6540,,/data5/2025/ldh/OpenRSD/work_dirs/dior_r_s0_roi_trans_sanitized_long_20260612_gpu1/20260612_232047/vis_data/scalars.json,/data5/2025/ldh/OpenRSD/work_dirs/dior_r_s0_roi_trans_sanitized_long_20260612_gpu1,sanitized detector baseline
2026-06-13,DIOR-R formal,DIOR_R_dota/test,sanitized DIOR-R formal,Rotated RetinaNet,S0 detector,Rotated RetinaNet,completed,positive,96,0.5694,0.5690,96,0.5694,0.5690,,/data5/2025/ldh/OpenRSD/work_dirs/dior_r_s0_retinanet_sanitized_long_20260612_gpu2/20260612_181213/vis_data/scalars.json; /data5/2025/ldh/OpenRSD/work_dirs/dior_r_s0_retinanet_sanitized_long_20260612_gpu2/20260612_235311/vis_data/scalars.json,/data5/2025/ldh/OpenRSD/work_dirs/dior_r_s0_retinanet_sanitized_long_20260612_gpu2,sanitized detector baseline
2026-06-13,DIOR-R formal,DIOR_R_dota/test,sanitized DIOR-R formal,S1 rep0,S1,RoI Transformer,completed,positive,12,0.6751,0.6750,12,0.6751,0.6750,,docs/experiments/20260613_dior_r_geonexus_s1_s0e52_replicas_metrics.json,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dior_r/roi_trans_remoteclip_s1_s0e52_rep0_20260613,seed 5407
2026-06-13,DIOR-R formal,DIOR_R_dota/test,sanitized DIOR-R formal,S1 rep1,S1,RoI Transformer,completed,positive,12,0.6690,0.6690,12,0.6690,0.6690,,docs/experiments/20260613_dior_r_geonexus_s1_s0e52_replicas_metrics.json,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dior_r/roi_trans_remoteclip_s1_s0e52_rep1_20260613,seed 6407
2026-06-13,DIOR-R formal,DIOR_R_dota/test,sanitized DIOR-R formal,S1 final mean,S1 aggregate,RoI Transformer,completed,positive,,0.6720,,,0.6720,,2,docs/experiments/20260613_dior_r_geonexus_s1_s0e52_replicas_metrics.json,,two-replica final mean
2026-06-14,DIOR-R,DIOR_R_dota/test,experiment note,20260614_dior_r_geonexus_s2_replicas_complete,S2,,completed,positive,,,,,,,,docs/experiments/20260614_dior_r_geonexus_s2_replicas_complete.md,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dior_r/roi_trans_remoteclip_s2_hierarchy_reg_s1e12_rep0_20260613/20260613_154141/vis_data/scalars.json,# 2026-06-14 DIOR-R GeoNexus S2 Replicas Complete
2026-06-14,DIOR-R,DIOR_R_dota/test,experiment note,20260614_dior_r_s2_confirmation_replicas_launch,S2,,completed,positive,,,,,,,,docs/experiments/20260614_dior_r_s2_confirmation_replicas_launch.md,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dior_r/roi_trans_remoteclip_s1_s0e52_rep0_20260613/epoch_12.pth,# DIOR-R GeoNexus S2 Confirmation Replicas Launch
2026-06-14,DIOR-R,DIOR_R_dota/test,"sanitized DIOR_R_dota train_val/test labels, MMRotate DOTAMetric mAP at IoU 0.5",dior_r_geonexus_s2_hierarchy_replicas rep0,S2,,completed,positive,8,0.6878,0.6880,12,0.6858,0.6860,,docs/experiments/20260614_dior_r_geonexus_s2_replicas_complete.json,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dior_r/roi_trans_remoteclip_s2_hierarchy_reg_s1e12_rep0_20260613,DIOR-R S2 is positive over S0 and S1 across six replicas. Use rep4 epoch 12 as the strongest S2 checkpoint for the S3 scene-adapter launch.
2026-06-14,DIOR-R,DIOR_R_dota/test,"sanitized DIOR_R_dota train_val/test labels, MMRotate DOTAMetric mAP at IoU 0.5",dior_r_geonexus_s2_hierarchy_replicas rep1,S2,,completed,positive,8,0.6905,0.6910,12,0.6833,0.6830,,docs/experiments/20260614_dior_r_geonexus_s2_replicas_complete.json,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dior_r/roi_trans_remoteclip_s2_hierarchy_reg_s1e12_rep1_20260613,DIOR-R S2 is positive over S0 and S1 across six replicas. Use rep4 epoch 12 as the strongest S2 checkpoint for the S3 scene-adapter launch.
2026-06-14,DIOR-R,DIOR_R_dota/test,"sanitized DIOR_R_dota train_val/test labels, MMRotate DOTAMetric mAP at IoU 0.5",dior_r_geonexus_s2_hierarchy_replicas rep2,S2,,completed,positive,12,0.6868,0.6870,12,0.6868,0.6870,,docs/experiments/20260614_dior_r_geonexus_s2_replicas_complete.json,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dior_r/roi_trans_remoteclip_s2_hierarchy_reg_s1e12_rep2_20260613,DIOR-R S2 is positive over S0 and S1 across six replicas. Use rep4 epoch 12 as the strongest S2 checkpoint for the S3 scene-adapter launch.
2026-06-14,DIOR-R,DIOR_R_dota/test,"sanitized DIOR_R_dota train_val/test labels, MMRotate DOTAMetric mAP at IoU 0.5",dior_r_geonexus_s2_hierarchy_replicas rep3,S2,,completed,positive,8,0.6873,0.6870,12,0.6808,0.6810,,docs/experiments/20260614_dior_r_geonexus_s2_replicas_complete.json,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dior_r/roi_trans_remoteclip_s2_hierarchy_reg_s1e12_rep3_20260614,DIOR-R S2 is positive over S0 and S1 across six replicas. Use rep4 epoch 12 as the strongest S2 checkpoint for the S3 scene-adapter launch.
2026-06-14,DIOR-R,DIOR_R_dota/test,"sanitized DIOR_R_dota train_val/test labels, MMRotate DOTAMetric mAP at IoU 0.5",dior_r_geonexus_s2_hierarchy_replicas rep4,S2,,completed,positive,12,0.6914,0.6910,12,0.6914,0.6910,,docs/experiments/20260614_dior_r_geonexus_s2_replicas_complete.json,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dior_r/roi_trans_remoteclip_s2_hierarchy_reg_s1e12_rep4_20260614,DIOR-R S2 is positive over S0 and S1 across six replicas. Use rep4 epoch 12 as the strongest S2 checkpoint for the S3 scene-adapter launch.
2026-06-14,DIOR-R,DIOR_R_dota/test,"sanitized DIOR_R_dota train_val/test labels, MMRotate DOTAMetric mAP at IoU 0.5",dior_r_geonexus_s2_hierarchy_replicas rep5,S2,,completed,positive,8,0.6882,0.6880,12,0.6857,0.6860,,docs/experiments/20260614_dior_r_geonexus_s2_replicas_complete.json,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dior_r/roi_trans_remoteclip_s2_hierarchy_reg_s1e12_rep5_20260614,DIOR-R S2 is positive over S0 and S1 across six replicas. Use rep4 epoch 12 as the strongest S2 checkpoint for the S3 scene-adapter launch.
2026-06-14,DIOR-R,DIOR_R_dota/test,experiment note,20260614_dior_r_geonexus_s3_scene_adapter_replicas_launch,S3,,completed,positive,,,,,,,,docs/experiments/20260614_dior_r_geonexus_s3_scene_adapter_replicas_launch.md,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dior_r/roi_trans_remoteclip_s2_hierarchy_reg_s1e12_rep4_20260614/epoch_12.pth,# DIOR-R GeoNexus S3 Scene-Adapter Replicas Launch
2026-06-14,DIOR-R formal,DIOR_R_dota/test,sanitized DIOR-R formal,S2 rep0,S2,RoI Transformer,completed,positive,8,0.6878,0.6880,12,0.6858,0.6860,,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dior_r/roi_trans_remoteclip_s2_hierarchy_reg_s1e12_rep0_20260613/20260613_154141/vis_data/scalars.json,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dior_r/roi_trans_remoteclip_s2_hierarchy_reg_s1e12_rep0_20260613,seed 7407
2026-06-14,DIOR-R formal,DIOR_R_dota/test,sanitized DIOR-R formal,S2 rep1,S2,RoI Transformer,completed,positive,8,0.6905,0.6910,12,0.6833,0.6830,,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dior_r/roi_trans_remoteclip_s2_hierarchy_reg_s1e12_rep1_20260613/20260613_154141/vis_data/scalars.json,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dior_r/roi_trans_remoteclip_s2_hierarchy_reg_s1e12_rep1_20260613,seed 8407
2026-06-14,DIOR-R formal,DIOR_R_dota/test,sanitized DIOR-R formal,S2 rep2,S2,RoI Transformer,completed,positive,12,0.6868,0.6870,12,0.6868,0.6870,,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dior_r/roi_trans_remoteclip_s2_hierarchy_reg_s1e12_rep2_20260613/20260613_154141/vis_data/scalars.json,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dior_r/roi_trans_remoteclip_s2_hierarchy_reg_s1e12_rep2_20260613,seed 9407
2026-06-14,DIOR-R formal,DIOR_R_dota/test,sanitized DIOR-R formal,S2 rep3,S2,RoI Transformer,completed,positive,8,0.6873,0.6870,12,0.6808,0.6810,,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dior_r/roi_trans_remoteclip_s2_hierarchy_reg_s1e12_rep3_20260614/20260614_111933/vis_data/scalars.json,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dior_r/roi_trans_remoteclip_s2_hierarchy_reg_s1e12_rep3_20260614,seed 10407
2026-06-14,DIOR-R formal,DIOR_R_dota/test,sanitized DIOR-R formal,S2 rep4,S2,RoI Transformer,completed,positive,12,0.6914,0.6910,12,0.6914,0.6910,,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dior_r/roi_trans_remoteclip_s2_hierarchy_reg_s1e12_rep4_20260614/20260614_111933/vis_data/scalars.json,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dior_r/roi_trans_remoteclip_s2_hierarchy_reg_s1e12_rep4_20260614,seed 11407
2026-06-14,DIOR-R formal,DIOR_R_dota/test,sanitized DIOR-R formal,S2 rep5,S2,RoI Transformer,completed,positive,8,0.6882,0.6880,12,0.6857,0.6860,,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dior_r/roi_trans_remoteclip_s2_hierarchy_reg_s1e12_rep5_20260614/20260614_111934/vis_data/scalars.json,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dior_r/roi_trans_remoteclip_s2_hierarchy_reg_s1e12_rep5_20260614,seed 12407
2026-06-14,DIOR-R formal,DIOR_R_dota/test,sanitized DIOR-R formal,S2 mean,S2 aggregate,RoI Transformer,completed,positive,,0.6887,,,0.6856,,6,docs/experiments/20260614_dior_r_geonexus_s2_replicas_complete.json,,six-replica best/final mean; best single rep4 epoch 12
